"","date","Spending_on_all_cards"
"271",2020-12-02,122.907773849186
"272",2020-12-03,124.479314111235
"273",2020-12-04,122.504695997459
"274",2020-12-05,124.430383388356
"275",2020-12-06,125.481321743704
"276",2020-12-07,125.353570137836
"277",2020-12-08,123.546478821726
"278",2020-12-09,122.793123145536
"279",2020-12-10,123.526283799042
"280",2020-12-11,124.253353152634
"281",2020-12-12,124.350781247055
"282",2020-12-13,124.298856385304
"283",2020-12-14,124.644868730579
"284",2020-12-15,124.822051063499
"285",2020-12-16,125.05205093023
"286",2020-12-17,125.107338438721
"287",2020-12-18,126.610912925921
"288",2020-12-19,127.644199883116
"289",2020-12-20,128.814657967104
"290",2020-12-21,132.512151648566
"291",2020-12-22,139.05353500776
"292",2020-12-23,147.233254400489
"293",2020-12-24,144.816681083623
"294",2020-12-25,124.211081117574
"295",2020-12-26,111.235673168145
"296",2020-12-27,104.934041192726
"297",2020-12-28,93.13190657758
"298",2020-12-29,78.9985933294595
"299",2020-12-30,65.9357743830335
"300",2020-12-31,61.7979669745152
"301",2021-01-01,64.4593889035902
"302",2021-01-02,67.7434420913106
"303",2021-01-03,67.589715675554
"304",2021-01-04,70.8308545816728
"305",2021-01-05,73.7910127249127
"306",2021-01-06,73.7030760652915
"307",2021-01-07,73.3247931424594
"308",2021-01-08,82.4161558003378
"309",2021-01-09,83.8814199021587
"310",2021-01-10,84.4088588331332
"311",2021-01-11,83.7872314513825
"312",2021-01-12,82.1260717966528
"313",2021-01-13,80.5387840533621
"314",2021-01-14,80.0239402332667
"315",2021-01-15,79.6085121020736
"316",2021-01-16,79.9341561430231
"317",2021-01-17,79.6679816073708
"318",2021-01-18,79.3750524792605
"319",2021-01-19,79.5778960589721
"320",2021-01-20,80.0850669541294
"321",2021-01-21,80.542308756445
"322",2021-01-22,81.4665453561593
"323",2021-01-23,82.2262228187641
"324",2021-01-24,82.5847592681358
"325",2021-01-25,83.4151715974958
"326",2021-01-26,84.4102210091062
"327",2021-01-27,85.5639866381997
"328",2021-01-28,87.2999948545161
"329",2021-01-29,89.3067144633589
"330",2021-01-30,90.1122989285682
"331",2021-01-31,91.259616820252
"332",2021-02-01,92.2543629036082
"333",2021-02-02,92.9764295471407
"334",2021-02-03,92.7372742777372
"335",2021-02-04,91.7520466019681
"336",2021-02-05,90.5074144532334
"337",2021-02-06,90.1667412352576
"338",2021-02-07,89.3390327455811
"339",2021-02-08,88.2678481174262
"340",2021-02-09,87.147832369946
"341",2021-02-10,86.7591793361902
"342",2021-02-11,85.9081703323873
"343",2021-02-12,85.1775554729069
"344",2021-02-13,85.097276863822
"345",2021-02-14,84.77633223762
"346",2021-02-15,84.3139881541862
"347",2021-02-16,84.0579610698091
"348",2021-02-17,83.6527073735475
"349",2021-02-18,84.1715361965351
"350",2021-02-19,84.3615754163675
"351",2021-02-20,84.1815982090519
"352",2021-02-21,84.3980186391149
"353",2021-02-22,84.8457420905399
"354",2021-02-23,85.3271657148023
"355",2021-02-24,86.4534483211238
"356",2021-02-25,88.1685909985712
"357",2021-02-26,91.1234565494979
"358",2021-02-27,92.3448946746433
"359",2021-02-28,93.9505421087178
"360",2021-03-01,95.8290059650659
"361",2021-03-02,97.580937467611
"362",2021-03-03,98.0629132163416
"363",2021-03-04,97.442756181501
"364",2021-03-05,95.6629279376368
"365",2021-03-06,95.1614205471225
"366",2021-03-07,94.1982487132909
"367",2021-03-08,92.889977408692
"368",2021-03-09,91.6706017357688
"369",2021-03-10,91.117845476199
"370",2021-03-11,91.0837136553951
"371",2021-03-12,91.3460802259056
"372",2021-03-13,92.7125498133621
"373",2021-03-14,92.7057625045312
"374",2021-03-15,92.2711753173371
"375",2021-03-16,93.0778337860783
"376",2021-03-17,88.8276868170195
"377",2021-03-18,88.030751143897
"378",2021-03-19,87.3416753575621
"379",2021-03-20,85.4857392400392
"380",2021-03-21,85.271256876977
"381",2021-03-22,85.5599276109866
"382",2021-03-23,84.7487373327338
"383",2021-03-24,89.4964541356958
"384",2021-03-25,91.3042535089103
"385",2021-03-26,92.9452988384701
"386",2021-03-27,94.2688973549273
"387",2021-03-28,94.9746101045284
"388",2021-03-29,95.983292078407
"389",2021-03-30,97.2415683539941
"390",2021-03-31,98.8561843908276
"391",2021-04-01,101.247894955722
"392",2021-04-02,98.768282551821
"393",2021-04-03,98.3548312766851
"394",2021-04-04,95.9401246274956
"395",2021-04-05,91.4964447174472
"396",2021-04-06,91.0502257299347
"397",2021-04-07,89.908870686459
"398",2021-04-08,87.204623169062
"399",2021-04-09,88.3669773724742
"400",2021-04-10,88.1480803811286
"401",2021-04-11,90.1195981775302
"402",2021-04-12,93.8303979137288
"403",2021-04-13,93.371173578278
"404",2021-04-14,92.6659490840563
"405",2021-04-15,92.1654208152682
"406",2021-04-16,92.5008880027569
"407",2021-04-17,92.5410415118716
"408",2021-04-18,93.1059794170604
"409",2021-04-19,93.4133415485512
"410",2021-04-20,93.6164004312177
"411",2021-04-21,93.530364028872
"412",2021-04-22,93.6298088751826
"413",2021-04-23,94.7139066467257
"414",2021-04-24,95.1414628961296
"415",2021-04-25,95.140739152828
"416",2021-04-26,95.560237417985
"417",2021-04-27,95.9565211310431
"418",2021-04-28,97.6694989512643
"419",2021-04-29,99.2807429792091
"420",2021-04-30,101.362920128028
"421",2021-05-01,103.385593729698
"422",2021-05-02,103.653335523442
"423",2021-05-03,100.589275508953
"424",2021-05-04,101.010511795205
"425",2021-05-05,100.410281569851
"426",2021-05-06,99.4203901138512
"427",2021-05-07,96.8678116048298
"428",2021-05-08,95.1466018840742
"429",2021-05-09,95.1238854422943
"430",2021-05-10,98.739913313793
"431",2021-05-11,98.4089850365894
"432",2021-05-12,98.288555649922
"433",2021-05-13,98.4310729209744
"434",2021-05-14,98.8690578679497
"435",2021-05-15,99.368122866903
"436",2021-05-16,99.3511238085602
